7.4718 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.4732 	INFO 	Loaded monitor calibration from ['2026_03_19 09:19']
7.8507 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
7.8507 	INFO 	OpenGL version supported by driver is 4..
8.5199 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C2E1D4E830>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001C2E1D4E890>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001C2E3551060>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.5199 	EXP 	window1: backgroundImage = ''
8.5199 	EXP 	window1: backgroundFit = 'none'
8.5532 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5697 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.5857 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6019 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6165 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6309 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6481 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6645 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6800 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6948 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7097 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7248 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7416 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7567 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7714 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7863 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8015 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8159 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8338 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8653 	DEBUG 	Uploading Texture Font fontname to graphics card
8.8680 	DEBUG 	Upload of Texture Font fontname complete
8.8969 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9120 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9264 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9268 	DEBUG 	Uploading Texture Font fontname to graphics card
8.9283 	DEBUG 	Upload of Texture Font fontname complete
8.9302 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
8.9302 	EXP 	window1: recordFrameIntervals = False
9.1373 	EXP 	window1: recordFrameIntervals = True
10.8034 	EXP 	window1: recordFrameIntervals = False
10.8034 	EXP 	Screen (0) actual frame rate measured at 60.09Hz
10.8383 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8545 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8706 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.8863 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9010 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9195 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9343 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9494 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9646 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9798 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
10.9802 	DEBUG 	Uploading Texture Font fontname to graphics card
10.9852 	DEBUG 	Upload of Texture Font fontname complete
11.0946 	INFO 	keyboard.Keyboard is using ptb backend.
11.0946 	EXP 	midterm_project: status = STARTED
