thisRow.t,notes,piloting,start.started,open_text.started,start_key.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.01593480003066361,0.03021130000706762,0.03021130000706762,,,,,,,,,
