11.5251 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
11.5263 	INFO 	Loaded monitor calibration from ['2026_03_19 09:19']
11.8887 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
11.8887 	INFO 	OpenGL version supported by driver is 4..
12.9284 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000221A68E1030>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000221A68E0E50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000221A6F88EB0>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.9285 	EXP 	window1: backgroundImage = ''
12.9285 	EXP 	window1: backgroundFit = 'none'
12.9953 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0121 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0292 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0463 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0616 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0777 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.0945 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1119 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1273 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1438 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1599 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1747 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.1905 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.2067 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.2219 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.2382 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.2550 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.2713 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.2867 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3027 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3183 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3195 	DEBUG 	Uploading Texture Font fontname to graphics card
13.3406 	DEBUG 	Upload of Texture Font fontname complete
13.3768 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.3938 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4100 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
13.4105 	DEBUG 	Uploading Texture Font fontname to graphics card
13.4274 	DEBUG 	Upload of Texture Font fontname complete
13.4303 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
13.4304 	EXP 	window1: recordFrameIntervals = False
13.6622 	EXP 	window1: recordFrameIntervals = True
15.3288 	EXP 	window1: recordFrameIntervals = False
15.3288 	EXP 	Screen (0) actual frame rate measured at 60.26Hz
15.3653 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.3820 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.3997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4171 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4344 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4511 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.4997 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.5147 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
15.5152 	DEBUG 	Uploading Texture Font fontname to graphics card
15.5159 	DEBUG 	Upload of Texture Font fontname complete
15.6570 	INFO 	keyboard.Keyboard is using ptb backend.
15.6571 	EXP 	midterm_project: status = STARTED
15.8460 	EXP 	Created open_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='open_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
