7.7058 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
7.7070 	INFO 	Loaded monitor calibration from ['2026_03_19 09:19']
8.0138 	INFO 	Using renderer 'Intel(R) UHD Graphics' for graphics
8.0138 	INFO 	OpenGL version supported by driver is 4..
8.8479 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001768E903250>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001768E9032B0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001768621DF90>, multiSample=False, name='window1', numSamples=2, pos=[np.float64(560.0), np.float64(240.0)], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.8480 	EXP 	window1: backgroundImage = ''
8.8480 	EXP 	window1: backgroundFit = 'none'
8.8835 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8998 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9157 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9309 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9457 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9618 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9780 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9951 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0115 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0276 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0444 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0625 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0789 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.0953 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1117 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1276 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1430 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1585 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1742 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.1903 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2084 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2089 	DEBUG 	Uploading Texture Font fontname to graphics card
9.2161 	DEBUG 	Upload of Texture Font fontname complete
9.2489 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2678 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2874 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
9.2878 	DEBUG 	Uploading Texture Font fontname to graphics card
9.2964 	DEBUG 	Upload of Texture Font fontname complete
9.2990 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
9.2990 	EXP 	window1: recordFrameIntervals = False
9.5502 	EXP 	window1: recordFrameIntervals = True
11.2158 	EXP 	window1: recordFrameIntervals = False
11.2158 	EXP 	Screen (0) actual frame rate measured at 60.20Hz
11.2578 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.2930 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.3097 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.3249 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.3398 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.3543 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.3709 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.3867 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4020 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
11.4024 	DEBUG 	Uploading Texture Font fontname to graphics card
11.4033 	DEBUG 	Upload of Texture Font fontname complete
11.5255 	INFO 	keyboard.Keyboard is using ptb backend.
11.5256 	EXP 	midterm_project: status = STARTED
11.6734 	EXP 	Created open_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='open_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.7012 	EXP 	Created prac_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='prac_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
11.7047 	EXP 	Created fix_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='fix_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
11.7056 	EXP 	Created fb_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='fb_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
11.7068 	EXP 	Created ITI_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=np.float64(0.05), italic=False, languageStyle='LTR', name='ITI_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
