set_size,target_present,condition_type,corr_resp,thisN,thisTrialN,thisRepN,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,thisRow.t,notes,piloting,start.started,open_text.started,start_key.started,start.stopped,start_key.keys,start_key.rt,start_key.duration,instr_practice.started,prac_text.started,prac_key.started,instr_practice.stopped,prac_key.keys,prac_key.rt,prac_key.duration,fixation.started,fix_text.started,fixation.stopped,trial.started,key_resp.started,trial.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,True,0.006900999986100942,0.021438500029034913,0.021438500029034913,1.5476431000279263,space,1.5104307000292465,None,,,,,,,,,,,,,,pilot,001,2026-04-15_20h38.25.321,midterm_project,,2026.1.1,59.96152869041159,2026-04-15 20h38.25.548566 +0800,
,,,,,,,,,,,,,,,,,,,,,1.5476967000286095,1.571280000032857,1.571280000032857,2.64179810002679,space,1.0607693999772891,None,,,,,,,pilot,001,2026-04-15_20h38.25.321,midterm_project,,2026.1.1,59.96152869041159,2026-04-15 20h38.25.548566 +0800,
24,1,conjunction,right,0,0,0,0,0,0,4,2.670878100034315,,,,,,,,,,,,,,,,,2.6518014000030234,2.670878100034315,3.1419988999841735,3.207566700002644,3.2375362000311725,5.157535700011067,,,,,,,,,
