thisRow.t,notes,piloting,start.started,open_text.started,start_key.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.023066700028721243,0.03723130002617836,0.03723130002617836,,,,,,,,,
