thisRow.t,notes,piloting,start.started,open_text.started,start_key.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,False,0.0032421000069007277,0.009466800023801625,0.009466800023801625,,,,,,,,,
