thisRow.t,notes,piloting,start.started,open_text.started,start_key.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,True,0.02347900002496317,0.03833210002630949,0.03833210002630949,,,,,,,,,
